Order,TapeID_N1,readDate_N1,arrayCode_N1,ROX,FAM,VIC,n_VIC,n_FAM,96well,384RowIndex,384ColIndex,Q,Sample,n_FAM CALL,CALL,TapeID_N3,readDate_N3,arrayCode_N3,ROX_N3,FAM_N3,VIC_N3,n_VIC_N3,n_FAM_N3,n_FAM CALL_N3,CALL_N3,384well,CONCORD
1475,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2972,2995,8431,2.836810229,1.007738896,,D,21,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3313,3236,8857,2.673407788,0.976758225,NEG,NOT DETECTED,D21,TRUE
1476,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3678,37712,12362,3.361065797,10.25339859,,E,21,1,POOL00008688,POS,DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3392,38576,12224,3.603773585,11.37264151,POS,DETECTED,E21,TRUE
1477,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2871,2986,8541,2.97492163,1.04005573,,F,21,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3518,3289,9262,2.632745878,0.934906197,NEG,NOT DETECTED,F21,TRUE
1478,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3484,3415,10033,2.879735936,0.980195178,,G,21,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3469,3172,9186,2.648025368,0.914384549,NEG,NOT DETECTED,G21,TRUE
1479,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3098,2845,9575,3.09070368,0.918334409,,H,21,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2980,2619,8262,2.772483221,0.87885906,NEG,NOT DETECTED,H21,TRUE
1480,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2926,35368,5723,1.955912509,12.08749146,,I,21,1,POOL00008688,POS,DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2796,31030,8831,3.158440629,11.09799714,POS,DETECTED,I21,TRUE
1481,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2973,3269,8601,2.893037336,1.099562731,,J,21,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3532,3687,9313,2.636749717,1.043884485,NEG,NOT DETECTED,J21,TRUE
1482,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3406,3326,9912,2.910158544,0.976512038,,K,21,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3000,2892,7993,2.664333333,0.964,NEG,NOT DETECTED,K21,TRUE
1483,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3198,34919,11146,3.485303315,10.91901188,,L,21,3,POOL00008688,POS,DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2584,29600,8537,3.30379257,11.45510836,POS,DETECTED,L21,TRUE
1484,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3384,3616,9961,2.94355792,1.06855792,,M,21,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2848,3145,7082,2.486657303,1.104283708,NEG,NOT DETECTED,M21,TRUE
1485,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2442,2622,7750,3.173628174,1.073710074,,N,21,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2123,2214,5231,2.463966086,1.042863872,NEG,NOT DETECTED,N21,TRUE
1486,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2579,2709,8254,3.200465297,1.050407135,,O,21,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2065,2743,170,0.082324455,1.328329298,NEG,VOID,O21,FALSE
1487,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2864,4097,475,0.165851955,1.43051676,,P,21,3,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2296,2975,224,0.097560976,1.295731707,NEG,VOID,P21,TRUE
1488,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3143,3113,9213,2.931275851,0.990454979,,A,22,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2753,2677,7851,2.851798039,0.972393752,NEG,NOT DETECTED,A22,TRUE
1489,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3416,4758,200,0.058548009,1.392857143,,B,22,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2771,3696,155,0.055936485,1.333814507,NEG,VOID,B22,TRUE
1490,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3117,3225,9055,2.905036894,1.034648701,,C,22,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3305,3151,9204,2.784871407,0.953403933,NEG,NOT DETECTED,C22,TRUE
1491,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3155,4551,273,0.086529319,1.442472266,,D,22,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2892,3792,131,0.045297372,1.31120332,NEG,VOID,D22,TRUE
1492,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2973,3029,8504,2.86041036,1.018836192,,E,22,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3556,3419,9218,2.59223847,0.961473566,NEG,NOT DETECTED,E22,TRUE
1493,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3187,4602,261,0.081895199,1.443991214,,F,22,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3529,4705,156,0.044205157,1.333238878,NEG,VOID,F22,TRUE
1494,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3169,3345,9642,3.042600189,1.055538025,,G,22,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3552,3283,9205,2.591497748,0.924268018,NEG,NOT DETECTED,G22,TRUE
1495,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3568,5005,285,0.079876682,1.402746637,,H,22,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3129,4207,181,0.057845957,1.344519016,NEG,VOID,H22,TRUE
1496,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2955,2823,9393,3.178680203,0.955329949,,I,22,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2894,31261,10439,3.607118176,10.80200415,POS,DETECTED,I22,FALSE
1497,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3443,4722,356,0.103398199,1.371478362,,J,22,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3573,4822,161,0.045060174,1.349566191,NEG,VOID,J22,TRUE
1498,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2919,3730,8830,3.025008565,1.277834875,,K,22,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2955,2859,7863,2.660913706,0.96751269,NEG,NOT DETECTED,K22,TRUE
1499,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3810,5315,288,0.075590551,1.395013123,,L,22,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3376,4565,145,0.042950237,1.352191943,NEG,VOID,L22,TRUE
1500,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3290,3430,9866,2.998784195,1.042553191,,M,22,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2943,3354,7465,2.536527353,1.139653415,NEG,NOT DETECTED,M22,TRUE
1501,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3688,5148,273,0.074023861,1.395878525,,N,22,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2402,3230,186,0.07743547,1.344712739,NEG,VOID,N22,TRUE
1502,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2815,2985,8565,3.042628774,1.060390764,,O,22,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2594,3520,168,0.064764842,1.356977641,NEG,VOID,O22,FALSE
1503,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3110,4193,255,0.081993569,1.348231511,,P,22,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3328,4370,220,0.066105769,1.313100962,NEG,VOID,P22,TRUE
1504,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3090,3524,8390,2.715210356,1.140453074,,A,23,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2592,2852,6423,2.478009259,1.100308642,NEG,NOT DETECTED,A23,TRUE
1505,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3195,3333,8877,2.778403756,1.043192488,,B,23,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3236,3219,8336,2.576019778,0.994746601,NEG,NOT DETECTED,B23,TRUE
1506,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3224,4663,115,0.035669975,1.44633995,,C,23,1,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3394,4655,150,0.044195639,1.371538008,NEG,VOID,C23,TRUE
1507,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3182,3307,9512,2.989314896,1.03928347,,D,23,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3346,3184,9187,2.745666467,0.951583981,NEG,NOT DETECTED,D23,TRUE
1508,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3047,3139,8870,2.911060059,1.030193633,,E,23,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3348,38236,9863,2.945937873,11.42054958,POS,DETECTED,E23,FALSE
1509,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2563,32895,10127,3.951229028,12.83456886,,F,23,3,POOL00008688,POS,DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3453,38570,12014,3.479293368,11.1699971,POS,DETECTED,F23,TRUE
1510,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2967,3066,8947,3.015503876,1.033367037,,G,23,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3581,3264,9674,2.701480034,0.911477241,NEG,NOT DETECTED,G23,TRUE
1511,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2922,2739,9287,3.178302533,0.937371663,,H,23,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3247,2746,9208,2.835848476,0.845703727,NEG,NOT DETECTED,H23,TRUE
1512,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2737,31030,9391,3.431128973,11.33723054,,I,23,1,POOL00008688,POS,DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2893,31696,10909,3.770826132,10.95610093,POS,DETECTED,I23,TRUE
1513,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2740,2930,8526,3.111678832,1.069343066,,J,23,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3202,3093,8229,2.569956277,0.965958776,NEG,NOT DETECTED,J23,TRUE
1514,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2947,2844,8594,2.916185952,0.965049203,,K,23,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3192,3052,8331,2.609962406,0.956140351,NEG,NOT DETECTED,K23,TRUE
1515,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3549,3829,10470,2.950126796,1.078895464,,L,23,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3340,3582,8649,2.589520958,1.07245509,NEG,NOT DETECTED,L23,TRUE
1516,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2952,35764,8984,3.043360434,12.11517615,,M,23,1,POOL00008688,POS,DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3100,36128,9178,2.960645161,11.65419355,POS,DETECTED,M23,TRUE
1517,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3097,36153,8451,2.728769777,11.67355505,,N,23,3,POOL00008688,POS,DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2637,31340,7866,2.982935154,11.88471748,POS,DETECTED,N23,TRUE
1518,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2577,33012,310,0.120294917,12.81024447,,O,23,1,POOL00008688,POS,DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2841,35098,87,0.03062302,12.35410067,POS,DETECTED,O23,TRUE
1519,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3068,35576,10675,3.47946545,11.5958279,,P,23,3,POOL00008688,POS,DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3170,38168,53,0.016719243,12.04037855,POS,DETECTED,P23,TRUE
1520,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3273,3414,9791,2.991445157,1.043079743,,A,24,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2561,2534,7181,2.803982819,0.989457243,NEG,NOT DETECTED,A24,TRUE
1521,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3257,5684,344,0.105618667,1.745164262,,B,24,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2635,3578,187,0.070967742,1.357874763,NEG,VOID,B24,TRUE
1522,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3016,3164,9311,3.087201592,1.049071618,,C,24,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3348,3562,9187,2.744026284,1.063918757,NEG,NOT DETECTED,C24,TRUE
1523,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3139,4608,291,0.092704683,1.467983434,,D,24,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3425,4688,159,0.046423358,1.368759124,NEG,VOID,D24,TRUE
1524,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3977,4183,11766,2.958511441,1.051797838,,E,24,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3168,3021,8838,2.789772727,0.953598485,NEG,NOT DETECTED,E24,TRUE
1525,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3811,5409,69,0.018105484,1.419312516,,F,24,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3727,4972,155,0.041588409,1.334048833,NEG,VOID,F24,TRUE
1526,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2832,2907,9279,3.276483051,1.026483051,,G,24,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3361,3078,9291,2.764355846,0.915798869,NEG,NOT DETECTED,G24,TRUE
1527,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3753,5369,297,0.079136691,1.430588862,,H,24,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3255,4347,176,0.054070661,1.335483871,NEG,VOID,H24,TRUE
1528,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3686,3601,11279,3.059956593,0.976939772,,I,24,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2826,30392,9340,3.30502477,10.75442321,POS,DETECTED,I24,FALSE
1529,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3817,5354,312,0.081739586,1.402672256,,J,24,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3567,4803,143,0.040089711,1.346509672,NEG,VOID,J24,TRUE
1530,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3142,3291,9497,3.022597072,1.047422024,,K,24,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3478,3295,9020,2.593444508,0.947383554,NEG,NOT DETECTED,K24,TRUE
1531,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3802,5331,297,0.078116781,1.40215676,,L,24,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3483,4703,141,0.040482343,1.350272753,NEG,VOID,L24,TRUE
1532,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3941,3919,11626,2.950012687,0.99441766,,M,24,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3465,3434,8869,2.55959596,0.991053391,NEG,NOT DETECTED,M24,TRUE
1533,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3697,5265,315,0.08520422,1.424127671,,N,24,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3049,4130,141,0.04624467,1.354542473,NEG,VOID,N24,TRUE
1534,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2945,33956,346,0.117487267,11.53005093,,O,24,2,POOL00008688,POS,DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2933,35841,78,0.026593931,12.21991135,POS,DETECTED,O24,TRUE
1535,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3040,4470,348,0.114473684,1.470394737,,P,24,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3298,4330,188,0.057004245,1.312916919,NEG,VOID,P24,TRUE
1536,799363,2021:12:15:14:40:55,00890018002017.00620201110.799363,3173,3244,8958,2.823195714,1.0223763,,A,1,1,POOL00008687,NEG,NOT DETECTED,606438,2021:12:15:20:05:37,00890018002017.00620210114.606438,2759,2711,7423,2.690467561,0.982602392,NEG,NOT DETECTED,A1,TRUE
1537,799363,2021:12:15:14:40:55,00890018002017.00620201110.799363,3199,3214,9132,2.854642076,1.004688965,,B,1,3,POOL00008687,NEG,NOT DETECTED,606438,2021:12:15:20:05:37,00890018002017.00620210114.606438,2831,2742,7828,2.765100671,0.968562345,NEG,NOT DETECTED,B1,TRUE
1538,799363,2021:12:15:14:40:55,00890018002017.00620201110.799363,3122,36223,9798,3.138372838,11.6024984,,C,1,1,POOL00008687,POS,DETECTED,606438,2021:12:15:20:05:37,00890018002017.00620210114.606438,2552,31041,8826,3.45846395,12.16340125,POS,DETECTED,C1,TRUE
1539,799363,2021:12:15:14:40:55,00890018002017.00620201110.799363,3305,3332,9714,2.939183056,1.00816944,,D,1,3,POOL00008687,NEG,NOT DETECTED,606438,2021:12:15:20:05:37,00890018002017.00620210114.606438,3245,3175,8432,2.598459168,0.978428351,NEG,NOT DETECTED,D1,TRUE
1540,799363,2021:12:15:14:40:55,00890018002017.00620201110.799363,3379,3395,10613,3.14087008,1.004735129,,E,1,1,POOL00008687,NEG,NOT DETECTED,606438,2021:12:15:20:05:37,00890018002017.00620210114.606438,3280,3112,8804,2.684146341,0.948780488,NEG,NOT DETECTED,E1,TRUE
1541,799363,2021:12:15:14:40:55,00890018002017.00620201110.799363,3414,3511,10451,3.061218512,1.028412419,,F,1,3,POOL00008687,NEG,NOT DETECTED,606438,2021:12:15:20:05:37,00890018002017.00620210114.606438,3045,2942,8466,2.780295567,0.966174056,NEG,NOT DETECTED,F1,TRUE
1542,799363,2021:12:15:14:40:55,00890018002017.00620201110.799363,3434,3953,11293,3.288584741,1.151135702,,G,1,1,POOL00008687,NEG,NOT DETECTED,606438,2021:12:15:20:05:37,00890018002017.00620210114.606438,3160,3524,9058,2.866455696,1.115189873,NEG,NOT DETECTED,G1,TRUE
1543,799363,2021:12:15:14:40:55,00890018002017.00620201110.799363,3596,3449,11362,3.159621802,0.959121246,,H,1,3,POOL00008687,NEG,NOT DETECTED,606438,2021:12:15:20:05:37,00890018002017.00620210114.606438,3120,2921,8797,2.819551282,0.936217949,NEG,NOT DETECTED,H1,TRUE
1544,799363,2021:12:15:14:40:55,00890018002017.00620201110.799363,3325,3122,11031,3.317593985,0.938947368,,I,1,1,POOL00008687,NEG,NOT DETECTED,606438,2021:12:15:20:05:37,00890018002017.00620210114.606438,2848,33452,8958,3.145365169,11.74578652,POS,DETECTED,I1,FALSE
1545,799363,2021:12:15:14:40:55,00890018002017.00620201110.799363,3785,5418,314,0.082959049,1.431439894,,J,1,3,POOL00008687,NEG,VOID,606438,2021:12:15:20:05:37,00890018002017.00620210114.606438,3054,4174,179,0.058611657,1.366732155,NEG,VOID,J1,TRUE
1546,799363,2021:12:15:14:40:55,00890018002017.00620201110.799363,3672,3904,9228,2.513071895,1.063180828,,K,1,1,POOL00008687,NEG,NOT DETECTED,606438,2021:12:15:20:05:37,00890018002017.00620210114.606438,2984,2796,8256,2.766756032,0.936997319,NEG,NOT DETECTED,K1,TRUE
1547,799363,2021:12:15:14:40:55,00890018002017.00620201110.799363,3839,3930,11627,3.028653295,1.02370409,,L,1,3,POOL00008687,NEG,NOT DETECTED,606438,2021:12:15:20:05:37,00890018002017.00620210114.606438,3651,3513,9628,2.63708573,0.962202136,NEG,NOT DETECTED,L1,TRUE
1548,799363,2021:12:15:14:40:55,00890018002017.00620201110.799363,3741,39658,13493,3.606789628,10.60090885,,M,1,1,POOL00008687,POS,DETECTED,606438,2021:12:15:20:05:37,00890018002017.00620210114.606438,3225,38582,10900,3.379844961,11.96341085,POS,DETECTED,M1,TRUE
1549,799363,2021:12:15:14:40:55,00890018002017.00620201110.799363,3933,4123,11435,2.907449784,1.048309179,,N,1,3,POOL00008687,NEG,NOT DETECTED,606438,2021:12:15:20:05:37,00890018002017.00620210114.606438,2781,2777,6848,2.462423589,0.998561668,NEG,NOT DETECTED,N1,TRUE
1550,799363,2021:12:15:14:40:55,00890018002017.00620201110.799363,3533,3879,10019,2.835833569,1.097933767,,O,1,1,POOL00008687,NEG,NOT DETECTED,606438,2021:12:15:20:05:37,00890018002017.00620210114.606438,2870,2911,6815,2.37456446,1.014285714,NEG,NOT DETECTED,O1,TRUE
1551,799363,2021:12:15:14:40:55,00890018002017.00620201110.799363,3606,3829,10131,2.809484193,1.061841375,,P,1,3,POOL00008687,NEG,NOT DETECTED,606438,2021:12:15:20:05:37,00890018002017.00620210114.606438,2640,2700,6371,2.413257576,1.022727273,NEG,NOT DETECTED,P1,TRUE
1552,799363,2021:12:15:14:40:55,00890018002017.00620201110.799363,3206,3230,9411,2.935433562,1.007485964,,A,2,2,POOL00008687,NEG,NOT DETECTED,606438,2021:12:15:20:05:37,00890018002017.00620210114.606438,3006,2954,8440,2.807717898,0.982701264,NEG,NOT DETECTED,A2,TRUE
1553,799363,2021:12:15:14:40:55,00890018002017.00620201110.799363,3531,4955,255,0.072217502,1.403285188,,B,2,4,POOL00008687,NEG,VOID,606438,2021:12:15:20:05:37,00890018002017.00620210114.606438,2968,4103,177,0.059636119,1.382412399,NEG,VOID,B2,TRUE
